Club,Year,Player,Player ID,Team ID
hull-city,2009,richard garcia,5127,hull-city2009
hull-city,2009,anthony gardner,489,hull-city2009
hull-city,2009,geovanni,15020,hull-city2009
hull-city,2009,stelios giannakopoulos,6799,hull-city2009
hull-city,2009,peter halmosi,48953,hull-city2009
hull-city,2009,bryan hughes,1473,hull-city2009
hull-city,2009,kevin kilbane,469,hull-city2009
hull-city,2009,marlon king,3989,hull-city2009
hull-city,2009,manucho,224476,hull-city2009
hull-city,2009,dean marney,20143,hull-city2009
hull-city,2009,paul mcshane,42666,hull-city2009
hull-city,2009,bernard mendy,7466,hull-city2009
hull-city,2009,boaz myhill,16656,hull-city2009
hull-city,2009,sam ricketts,8977,hull-city2009
hull-city,2009,michael turner,20212,hull-city2009
hull-city,2009,tony warner,4530,hull-city2009
hull-city,2009,dean windass,72,hull-city2009
hull-city,2009,kamil zayatte,224975,hull-city2009
hull-city,2009,will atkinson,227643,hull-city2009
hull-city,2009,james bennett,229841,hull-city2009
hull-city,2009,michael bridges,232,hull-city2009
hull-city,2009,jamie devitt,230361,hull-city2009
hull-city,2009,nicky mcnamara,230756,hull-city2009
hull-city,2009,mark oxley,228125,hull-city2009
hull-city,2009,matt plummer,225741,hull-city2009
hull-city,2009,john welsh,20123,hull-city2009
hull-city,2009,tom woodhead,227454,hull-city2009
hull-city,2013,sone aluko,49140,hull-city2013
hull-city,2013,ben amos,229038,hull-city2013
hull-city,2013,george boyd,20014,hull-city2013
hull-city,2013,robbie brady,236733,hull-city2013
hull-city,2013,alex bruce,42665,hull-city2013
hull-city,2013,tom cairney,230267,hull-city2013
hull-city,2013,james chester,229676,hull-city2013
hull-city,2013,mark cullen,230738,hull-city2013
hull-city,2013,andy dawson,5283,hull-city2013
hull-city,2013,joe dudgeon,237143,hull-city2013
hull-city,2013,ahmed elmohamady,225252,hull-city2013
hull-city,2013,corry evans,229932,hull-city2013
hull-city,2013,ahmed fathy,124569,hull-city2013
hull-city,2013,abdoulaye faye,20959,hull-city2013
hull-city,2013,matt fryatt,20522,hull-city2013
hull-city,2013,gedo,225253,hull-city2013
hull-city,2013,jack hobbs,42687,hull-city2013
hull-city,2013,eldin jakupović,49046,hull-city2013
hull-city,2013,robert koren,82894,hull-city2013
hull-city,2013,paul mckenna,1875,hull-city2013
hull-city,2013,aaron mclean,14322,hull-city2013
hull-city,2013,paul mcshane,42666,hull-city2013
hull-city,2013,david meyler,228743,hull-city2013
hull-city,2013,seyi olofinjana,39495,hull-city2013
hull-city,2013,mark oxley,228125,hull-city2013
hull-city,2013,nick proschwitz,239656,hull-city2013
hull-city,2013,stephen quinn,49031,hull-city2013
hull-city,2013,liam rosenior,18890,hull-city2013
hull-city,2013,jay simpson,225719,hull-city2013
hull-city,2013,cameron stewart,230496,hull-city2013
hull-city,2013,david stockdale,20190,hull-city2013
hull-city,2013,dougie wilson,240486,hull-city2013
hull-city,2013,sonny bradley,237084,hull-city2013
hull-city,2013,liam cooper,228940,hull-city2013
hull-city,2013,joe cracknell,238163,hull-city2013
hull-city,2013,jamie devitt,230361,hull-city2013
hull-city,2013,danny east,238144,hull-city2013
hull-city,2013,danny emerton,238162,hull-city2013
hull-city,2013,calaum jahraldo martin,241165,hull-city2013
hull-city,2013,johnny margetts,248919,hull-city2013
hull-city,2013,conor townsend,238675,hull-city2013
hull-city,2014,sone aluko,49140,hull-city2014
hull-city,2014,george boyd,20014,hull-city2014
hull-city,2014,robbie brady,236733,hull-city2014
hull-city,2014,alex bruce,42665,hull-city2014
hull-city,2014,james chester,229676,hull-city2014
hull-city,2014,curtis davies,20782,hull-city2014
hull-city,2014,joe dudgeon,237143,hull-city2014
hull-city,2014,ahmed elmohamady,225252,hull-city2014
hull-city,2014,abdoulaye faye,20959,hull-city2014
hull-city,2014,maynor figueroa,136036,hull-city2014
hull-city,2014,matt fryatt,20522,hull-city2014
hull-city,2014,gedo,225253,hull-city2014
hull-city,2014,danny graham,22363,hull-city2014
hull-city,2014,steve harper,392,hull-city2014
hull-city,2014,conor henderson,232178,hull-city2014
hull-city,2014,tom huddlestone,20341,hull-city2014
hull-city,2014,calaum jahraldo martin,241165,hull-city2014
hull-city,2014,eldin jakupović,49046,hull-city2014
hull-city,2014,nikica jelavic,230224,hull-city2014
hull-city,2014,robert koren,82894,hull-city2014
hull-city,2014,jake livermore,228526,hull-city2014
hull-city,2014,shane long,42919,hull-city2014
hull-city,2014,allan mcgregor,18780,hull-city2014
hull-city,2014,aaron mclean,14322,hull-city2014
hull-city,2014,paul mcshane,42666,hull-city2014
hull-city,2014,david meyler,228743,hull-city2014
hull-city,2014,nick proschwitz,239656,hull-city2014
hull-city,2014,stephen quinn,49031,hull-city2014
hull-city,2014,liam rosenior,18890,hull-city2014
hull-city,2014,yannick sagbo,237645,hull-city2014
hull-city,2014,cameron stewart,230496,hull-city2014
hull-city,2014,conor townsend,238675,hull-city2014
hull-city,2014,will aimson,247823,hull-city2014
hull-city,2014,tom cairney,230267,hull-city2014
hull-city,2014,ben clappison,252219,hull-city2014
hull-city,2014,joe cracknell,238163,hull-city2014
hull-city,2014,matty dixon,249811,hull-city2014
hull-city,2014,corry evans,229932,hull-city2014
hull-city,2014,matthew fletcher,239003,hull-city2014
hull-city,2014,jack hobbs,42687,hull-city2014
hull-city,2014,elliot kebbie,241813,hull-city2014
hull-city,2014,johnny margetts,248919,hull-city2014
hull-city,2014,paul mcelroy,242374,hull-city2014
hull-city,2014,mark oxley,228125,hull-city2014
hull-city,2014,johan ter horst,241942,hull-city2014
hull-city,2014,dougie wilson,240486,hull-city2014
hull-city,2016,chuba akpom,239272,hull-city2016
hull-city,2016,sone aluko,49140,hull-city2016
hull-city,2016,alex bruce,42665,hull-city2016
hull-city,2016,sam clucas,230119,hull-city2016
hull-city,2016,curtis davies,20782,hull-city2016
hull-city,2016,michael dawson,18866,hull-city2016
hull-city,2016,mo diamé,224974,hull-city2016
hull-city,2016,adama diomandé,249391,hull-city2016
hull-city,2016,matty dixon,249811,hull-city2016
hull-city,2016,ahmed elmohamady,225252,hull-city2016
hull-city,2016,isaac hayden,239268,hull-city2016
hull-city,2016,abel hernández,237444,hull-city2016
hull-city,2016,tom huddlestone,20341,hull-city2016
hull-city,2016,calaum jahraldo martin,241165,hull-city2016
hull-city,2016,eldin jakupović,49046,hull-city2016
hull-city,2016,nikica jelavic,230224,hull-city2016
hull-city,2016,brian lenihan,242725,hull-city2016
hull-city,2016,jake livermore,228526,hull-city2016
hull-city,2016,greg luer,248791,hull-city2016
hull-city,2016,harry maguire,237243,hull-city2016
hull-city,2016,shaun maloney,14558,hull-city2016
hull-city,2016,allan mcgregor,18780,hull-city2016
hull-city,2016,david meyler,228743,hull-city2016
hull-city,2016,moses odubajo,236607,hull-city2016
hull-city,2016,nick powell,236361,hull-city2016
hull-city,2016,andy robertson,242341,hull-city2016
hull-city,2016,robert snodgrass,42025,hull-city2016
hull-city,2016,ryan taylor,19639,hull-city2016
hull-city,2016,josh tymon,251224,hull-city2016
hull-city,2016,will aimson,247823,hull-city2016
hull-city,2016,will annan,256170,hull-city2016
hull-city,2016,jarrod bowen,253583,hull-city2016
hull-city,2016,josh clackstone,253582,hull-city2016
hull-city,2016,ben clappison,252219,hull-city2016
hull-city,2016,max clark,251646,hull-city2016
hull-city,2016,dušan kuciak,22521,hull-city2016
hull-city,2016,dame ndoye,229782,hull-city2016
hull-city,2016,greg olley,253585,hull-city2016
hull-city,2016,harvey rodgers,253612,hull-city2016
hull-city,2016,johan ter horst,241942,hull-city2016
hull-city,2016,conor townsend,238675,hull-city2016
hull-city,2016,rory watson,242947,hull-city2016
ipswich-town,1992,simon betts,11304,ipswich-town1992
ipswich-town,1992,jason dozzell,4445,ipswich-town1992
ipswich-town,1992,darren edmonds,38543,ipswich-town1992
ipswich-town,1992,craig forrest,555,ipswich-town1992
ipswich-town,1992,brian gayle,31384,ipswich-town1992
ipswich-town,1992,paul goddard,30151,ipswich-town1992
ipswich-town,1992,david gregory,4449,ipswich-town1992
ipswich-town,1992,neil gregory,10809,ipswich-town1992
ipswich-town,1992,tony humes,24899,ipswich-town1992
ipswich-town,1992,gavin johnson,4451,ipswich-town1992
ipswich-town,1992,chris kiwomya,4110,ipswich-town1992
ipswich-town,1992,david linighan,7545,ipswich-town1992
ipswich-town,1992,david lowe,14819,ipswich-town1992
ipswich-town,1992,simon milton,28904,ipswich-town1992
ipswich-town,1992,john moncur,565,ipswich-town1992
ipswich-town,1992,steve palmer,550,ipswich-town1992
ipswich-town,1992,glenn pennyfather,24328,ipswich-town1992
ipswich-town,1992,micky stockwell,2463,ipswich-town1992
ipswich-town,1992,chris swailes,4416,ipswich-town1992
ipswich-town,1992,neil thompson,11300,ipswich-town1992
ipswich-town,1992,john wark,29422,ipswich-town1992
ipswich-town,1992,phil whelan,5338,ipswich-town1992
ipswich-town,1992,steve whitton,28136,ipswich-town1992
ipswich-town,1992,frank yallop,38550,ipswich-town1992
ipswich-town,1992,eddie youds,3791,ipswich-town1992
ipswich-town,1992,romeo zondervan,37624,ipswich-town1992
ipswich-town,1993,clive baker,22776,ipswich-town1993
ipswich-town,1993,vlado bozinoski,32709,ipswich-town1993
ipswich-town,1993,jason dozzell,4445,ipswich-town1993
ipswich-town,1993,craig forrest,555,ipswich-town1993
ipswich-town,1993,bontcho genchev,25648,ipswich-town1993
ipswich-town,1993,paul goddard,30151,ipswich-town1993
ipswich-town,1993,david gregory,4449,ipswich-town1993
ipswich-town,1993,gavin johnson,4451,ipswich-town1993
ipswich-town,1993,chris kiwomya,4110,ipswich-town1993
ipswich-town,1993,david linighan,7545,ipswich-town1993
ipswich-town,1993,simon milton,28904,ipswich-town1993
ipswich-town,1993,steve palmer,550,ipswich-town1993
ipswich-town,1993,glenn pennyfather,24328,ipswich-town1993
ipswich-town,1993,andy petterson,4076,ipswich-town1993
ipswich-town,1993,micky stockwell,2463,ipswich-town1993
ipswich-town,1993,neil thompson,11300,ipswich-town1993
ipswich-town,1993,john wark,29422,ipswich-town1993
ipswich-town,1993,phil whelan,5338,ipswich-town1993
ipswich-town,1993,steve whitton,28136,ipswich-town1993
ipswich-town,1993,geraint williams,38129,ipswich-town1993
ipswich-town,1993,frank yallop,38550,ipswich-town1993
ipswich-town,1993,eddie youds,3791,ipswich-town1993
ipswich-town,1993,neil gregory,10809,ipswich-town1993
ipswich-town,1993,chris swailes,4416,ipswich-town1993
ipswich-town,1993,adam tanner,4653,ipswich-town1993
ipswich-town,1993,jason winters,68642,ipswich-town1993
ipswich-town,1994,clive baker,22776,ipswich-town1994
ipswich-town,1994,lee durrant,29722,ipswich-town1994
ipswich-town,1994,craig forrest,555,ipswich-town1994
ipswich-town,1994,bontcho genchev,25648,ipswich-town1994
ipswich-town,1994,paul goddard,30151,ipswich-town1994
ipswich-town,1994,gavin johnson,4451,ipswich-town1994
ipswich-town,1994,chris kiwomya,4110,ipswich-town1994
ipswich-town,1994,david linighan,7545,ipswich-town1994
ipswich-town,1994,ian marshall,246,ipswich-town1994
ipswich-town,1994,paul mason,32309,ipswich-town1994
ipswich-town,1994,simon milton,28904,ipswich-town1994
ipswich-town,1994,steve palmer,550,ipswich-town1994
ipswich-town,1994,stuart slater,10254,ipswich-town1994
ipswich-town,1994,micky stockwell,2463,ipswich-town1994
ipswich-town,1994,neil thompson,11300,ipswich-town1994
ipswich-town,1994,john wark,29422,ipswich-town1994
ipswich-town,1994,phil whelan,5338,ipswich-town1994
ipswich-town,1994,steve whitton,28136,ipswich-town1994
ipswich-town,1994,geraint williams,38129,ipswich-town1994
ipswich-town,1994,frank yallop,38550,ipswich-town1994
ipswich-town,1994,eddie youds,3791,ipswich-town1994
ipswich-town,1994,vlado bozinoski,32709,ipswich-town1994
ipswich-town,1994,graham connell,5797,ipswich-town1994
ipswich-town,1994,leo cotterell,25845,ipswich-town1994
ipswich-town,1994,david gregory,4449,ipswich-town1994
ipswich-town,1994,neil gregory,10809,ipswich-town1994
ipswich-town,1994,lee honeywood,39506,ipswich-town1994
ipswich-town,1994,phil morgan,10403,ipswich-town1994
ipswich-town,1994,david pirie,39508,ipswich-town1994
ipswich-town,1994,chris swailes,4416,ipswich-town1994
ipswich-town,1994,adam tanner,4653,ipswich-town1994
ipswich-town,1994,gary thompson,39507,ipswich-town1994
ipswich-town,2000,jonas axeldahl,723,ipswich-town2000
ipswich-town,2000,wayne brown,11467,ipswich-town2000
ipswich-town,2000,jamie clapham,977,ipswich-town2000
ipswich-town,2000,matt holland,6216,ipswich-town2000
ipswich-town,2000,david johnson,1561,ipswich-town2000
ipswich-town,2000,jim magilton,1777,ipswich-town2000
ipswich-town,2000,john mcgreal,1865,ipswich-town2000
ipswich-town,2000,tony mowbray,1970,ipswich-town2000
ipswich-town,2000,richard naylor,1998,ipswich-town2000
ipswich-town,2000,james scowcroft,2369,ipswich-town2000
ipswich-town,2000,micky stockwell,2463,ipswich-town2000
ipswich-town,2000,fabian wilnis,2677,ipswich-town2000
ipswich-town,2000,jermaine wright,1516,ipswich-town2000
ipswich-town,2000,richard wright,2192,ipswich-town2000
ipswich-town,2000,erdem artun,19715,ipswich-town2000
ipswich-town,2000,erdem artun,19715,ipswich-town2000
ipswich-town,2000,justin asiamar,14652,ipswich-town2000
ipswich-town,2000,titus bramble,3807,ipswich-town2000
ipswich-town,2000,michael clegg,316,ipswich-town2000
ipswich-town,2000,gary croft,3806,ipswich-town2000
ipswich-town,2000,sean friars,3808,ipswich-town2000
ipswich-town,2000,marco holster,3840,ipswich-town2000
ipswich-town,2000,chris keeble,4453,ipswich-town2000
ipswich-town,2000,john kennedy,10806,ipswich-town2000
ipswich-town,2000,richard logan,7077,ipswich-town2000
ipswich-town,2000,stewart logan,14662,ipswich-town2000
ipswich-town,2000,patrice maurel,8930,ipswich-town2000
ipswich-town,2000,neil midgley,3803,ipswich-town2000
ipswich-town,2000,justin miller,6218,ipswich-town2000
ipswich-town,2000,stuart niven,3805,ipswich-town2000
ipswich-town,2000,james pullen,3809,ipswich-town2000
ipswich-town,2000,martijn reuser,3762,ipswich-town2000
ipswich-town,2000,manuel thetis,3800,ipswich-town2000
ipswich-town,2000,mark venus,3801,ipswich-town2000
ipswich-town,2001,nabil abidallah,3778,ipswich-town2001
ipswich-town,2001,alun armstrong,706,ipswich-town2001
ipswich-town,2001,titus bramble,3807,ipswich-town2001
ipswich-town,2001,keith branagan,858,ipswich-town2001
ipswich-town,2001,wayne brown,11467,ipswich-town2001
ipswich-town,2001,mark burchill,3854,ipswich-town2001
ipswich-town,2001,jamie clapham,977,ipswich-town2001
ipswich-town,2001,gary croft,3806,ipswich-town2001
ipswich-town,2001,matt holland,6216,ipswich-town2001
ipswich-town,2001,hermann hreidarsson,4263,ipswich-town2001
ipswich-town,2001,david johnson,1561,ipswich-town2001
ipswich-town,2001,amir karic,8226,ipswich-town2001
ipswich-town,2001,richard logan,7077,ipswich-town2001
ipswich-town,2001,jim magilton,1777,ipswich-town2001
ipswich-town,2001,chris makin,457,ipswich-town2001
ipswich-town,2001,john mcgreal,1865,ipswich-town2001
ipswich-town,2001,richard naylor,1998,ipswich-town2001
ipswich-town,2001,martijn reuser,3762,ipswich-town2001
ipswich-town,2001,john scales,498,ipswich-town2001
ipswich-town,2001,james scowcroft,2369,ipswich-town2001
ipswich-town,2001,marcus stewart,2460,ipswich-town2001
ipswich-town,2001,mark venus,3801,ipswich-town2001
ipswich-town,2001,fabian wilnis,2677,ipswich-town2001
ipswich-town,2001,jermaine wright,1516,ipswich-town2001
ipswich-town,2001,richard wright,2192,ipswich-town2001
ipswich-town,2001,erdem artun,19715,ipswich-town2001
ipswich-town,2001,justin asiamar,14652,ipswich-town2001
ipswich-town,2001,robert dickinson,20191,ipswich-town2001
ipswich-town,2001,robert dickinson,20191,ipswich-town2001
ipswich-town,2001,sean friars,3808,ipswich-town2001
ipswich-town,2001,guillermo graaven,3834,ipswich-town2001
ipswich-town,2001,neil midgley,3803,ipswich-town2001
ipswich-town,2001,justin miller,6218,ipswich-town2001
ipswich-town,2001,steven moffat,6219,ipswich-town2001
ipswich-town,2001,tony mowbray,1970,ipswich-town2001
ipswich-town,2001,ashley nicholls,6220,ipswich-town2001
ipswich-town,2001,stuart niven,3805,ipswich-town2001
ipswich-town,2001,james pullen,3809,ipswich-town2001
ipswich-town,2001,mike salmon,3802,ipswich-town2001
ipswich-town,2001,manuel thetis,3800,ipswich-town2001
leeds-united,1992,tony agana,25588,leeds-united1992
leeds-united,1992,david batty,217,leeds-united1992
leeds-united,1992,eric cantona,21452,leeds-united1992
leeds-united,1992,lee chapman,31954,leeds-united1992
leeds-united,1992,bobby davison,36639,leeds-united1992
leeds-united,1992,mervyn day,26228,leeds-united1992
leeds-united,1992,tony dorigo,181,leeds-united1992
leeds-united,1992,neil edwards,5262,leeds-united1992
leeds-united,1992,chris fairclough,5368,leeds-united1992
leeds-united,1992,simon grayson,1365,leeds-united1992
leeds-united,1992,steve hodge,34364,leeds-united1992
leeds-united,1992,chris kamara,33389,leeds-united1992
leeds-united,1992,garry kelly,222,leeds-united1992
leeds-united,1992,dylan kerr,3479,leeds-united1992
leeds-united,1992,john lukic,13,leeds-united1992
leeds-united,1992,gary mcallister,133,leeds-united1992
leeds-united,1992,john mcclelland,24033,leeds-united1992
leeds-united,1992,jon newsome,407,leeds-united1992
leeds-united,1992,carl shutt,10046,leeds-united1992
leeds-united,1992,gary speed,374,leeds-united1992
leeds-united,1992,mel sterland,36280,leeds-united1992
leeds-united,1992,gordon strachan,28358,leeds-united1992
leeds-united,1992,mark tinkler,5336,leeds-united1992
leeds-united,1992,imre varadi,34620,leeds-united1992
leeds-united,1992,rodney wallace,3645,leeds-united1992
leeds-united,1992,david wetherall,70,leeds-united1992
leeds-united,1992,mike whitlow,2656,leeds-united1992
leeds-united,1992,chris whyte,31079,leeds-united1992
leeds-united,1993,david batty,217,leeds-united1993
leeds-united,1993,mark beeney,38164,leeds-united1993
leeds-united,1993,rob bowman,12775,leeds-united1993
leeds-united,1993,eric cantona,21452,leeds-united1993
leeds-united,1993,lee chapman,31954,leeds-united1993
leeds-united,1993,mervyn day,26228,leeds-united1993
leeds-united,1993,tony dorigo,181,leeds-united1993
leeds-united,1993,chris fairclough,5368,leeds-united1993
leeds-united,1993,jamie forrester,4532,leeds-united1993
leeds-united,1993,steve hodge,34364,leeds-united1993
leeds-united,1993,dylan kerr,3479,leeds-united1993
leeds-united,1993,david kerslake,10816,leeds-united1993
leeds-united,1993,john lukic,13,leeds-united1993
leeds-united,1993,gary mcallister,133,leeds-united1993
leeds-united,1993,jon newsome,407,leeds-united1993
leeds-united,1993,david rocastle,31883,leeds-united1993
leeds-united,1993,scott sellars,2374,leeds-united1993
leeds-united,1993,kevin sharp,2384,leeds-united1993
leeds-united,1993,carl shutt,10046,leeds-united1993
leeds-united,1993,gary speed,374,leeds-united1993
leeds-united,1993,mel sterland,36280,leeds-united1993
leeds-united,1993,gordon strachan,28358,leeds-united1993
leeds-united,1993,frank strandli,34223,leeds-united1993
leeds-united,1993,mark tinkler,5336,leeds-united1993
leeds-united,1993,imre varadi,34620,leeds-united1993
leeds-united,1993,ray wallace,39527,leeds-united1993
leeds-united,1993,rodney wallace,3645,leeds-united1993
leeds-united,1993,david wetherall,70,leeds-united1993
leeds-united,1993,noel whelan,142,leeds-united1993
leeds-united,1993,chris whyte,31079,leeds-united1993
leeds-united,1993,andy couzens,14411,leeds-united1993
leeds-united,1993,mark ford,5344,leeds-united1993
leeds-united,1993,garry kelly,222,leeds-united1993
leeds-united,1993,paul pettinger,4708,leeds-united1993
leeds-united,1994,david batty,217,leeds-united1994
leeds-united,1994,mark beeney,38164,leeds-united1994
leeds-united,1994,brian deane,336,leeds-united1994
leeds-united,1994,tony dorigo,181,leeds-united1994
leeds-united,1994,chris fairclough,5368,leeds-united1994
leeds-united,1994,mark ford,5344,leeds-united1994
leeds-united,1994,jamie forrester,4532,leeds-united1994
leeds-united,1994,steve hodge,34364,leeds-united1994
leeds-united,1994,garry kelly,222,leeds-united1994
leeds-united,1994,john lukic,13,leeds-united1994
leeds-united,1994,gary mcallister,133,leeds-united1994
leeds-united,1994,jon newsome,407,leeds-united1994
leeds-united,1994,david oleary,37382,leeds-united1994
leeds-united,1994,john pemberton,34445,leeds-united1994
leeds-united,1994,david rocastle,31883,leeds-united1994
leeds-united,1994,kevin sharp,2384,leeds-united1994
leeds-united,1994,gary speed,374,leeds-united1994
leeds-united,1994,gordon strachan,28358,leeds-united1994
leeds-united,1994,frank strandli,34223,leeds-united1994
leeds-united,1994,mark tinkler,5336,leeds-united1994
leeds-united,1994,ray wallace,39527,leeds-united1994
leeds-united,1994,rodney wallace,3645,leeds-united1994
leeds-united,1994,david wetherall,70,leeds-united1994
leeds-united,1994,noel whelan,142,leeds-united1994
leeds-united,1994,david white,32874,leeds-united1994
leeds-united,1994,rob bowman,12775,leeds-united1994
leeds-united,1994,andy couzens,14411,leeds-united1994
leeds-united,1994,paul pettinger,4708,leeds-united1994
leeds-united,1994,danny purcell,26361,leeds-united1994
leeds-united,1994,carl shutt,10046,leeds-united1994
leeds-united,1995,andy couzens,14411,leeds-united1995
leeds-united,1995,brian deane,336,leeds-united1995
leeds-united,1995,tony dorigo,181,leeds-united1995
leeds-united,1995,chris fairclough,5368,leeds-united1995
leeds-united,1995,garry kelly,222,leeds-united1995
leeds-united,1995,john lukic,13,leeds-united1995
leeds-united,1995,phil masinga,9031,leeds-united1995
leeds-united,1995,gary mcallister,133,leeds-united1995
leeds-united,1995,carlton palmer,128,leeds-united1995
leeds-united,1995,john pemberton,34445,leeds-united1995
leeds-united,1995,lucas radebe,229,leeds-united1995
leeds-united,1995,kevin sharp,2384,leeds-united1995
leeds-united,1995,gary speed,374,leeds-united1995
leeds-united,1995,gordon strachan,28358,leeds-united1995
leeds-united,1995,mark tinkler,5336,leeds-united1995
leeds-united,1995,rodney wallace,3645,leeds-united1995
leeds-united,1995,david wetherall,70,leeds-united1995
leeds-united,1995,noel whelan,142,leeds-united1995
leeds-united,1995,david white,32874,leeds-united1995
leeds-united,1995,nigel worthington,23557,leeds-united1995
leeds-united,1995,tony yeboah,7043,leeds-united1995
leeds-united,1995,mark beeney,38164,leeds-united1995
leeds-united,1995,jason blunt,14889,leeds-united1995
leeds-united,1995,rob bowman,12775,leeds-united1995
leeds-united,1995,mark ford,5344,leeds-united1995
leeds-united,1995,jamie forrester,4532,leeds-united1995
leeds-united,1995,nathan lowndes,3744,leeds-united1995
leeds-united,1995,ryan nicholls,26047,leeds-united1995
leeds-united,1995,david oleary,37382,leeds-united1995
leeds-united,1995,paul pettinger,4708,leeds-united1995
leeds-united,1995,matthew smithard,31711,leeds-united1995
leeds-united,1996,mark beeney,38164,leeds-united1996
leeds-united,1996,paul beesley,781,leeds-united1996
leeds-united,1996,jason blunt,14889,leeds-united1996
leeds-united,1996,rob bowman,12775,leeds-united1996
leeds-united,1996,tomas brolin,30770,leeds-united1996
leeds-united,1996,lee chapman,31954,leeds-united1996
leeds-united,1996,andy couzens,14411,leeds-united1996
leeds-united,1996,brian deane,336,leeds-united1996
leeds-united,1996,tony dorigo,181,leeds-united1996
leeds-united,1996,mark ford,5344,leeds-united1996
leeds-united,1996,andy d gray,4056,leeds-united1996
leeds-united,1996,ian harte,224,leeds-united1996
leeds-united,1996,mark jackson,5289,leeds-united1996
leeds-united,1996,richard jobson,1550,leeds-united1996
leeds-united,1996,garry kelly,222,leeds-united1996
leeds-united,1996,harry kewell,223,leeds-united1996
leeds-united,1996,john lukic,13,leeds-united1996
leeds-united,1996,phil masinga,9031,leeds-united1996
leeds-united,1996,alan maybury,211,leeds-united1996
leeds-united,1996,gary mcallister,133,leeds-united1996
leeds-united,1996,carlton palmer,128,leeds-united1996
leeds-united,1996,john pemberton,34445,leeds-united1996
leeds-united,1996,lucas radebe,229,leeds-united1996
leeds-united,1996,kevin sharp,2384,leeds-united1996
leeds-united,1996,gary speed,374,leeds-united1996
leeds-united,1996,mark tinkler,5336,leeds-united1996
leeds-united,1996,rodney wallace,3645,leeds-united1996
leeds-united,1996,david wetherall,70,leeds-united1996
leeds-united,1996,noel whelan,142,leeds-united1996
leeds-united,1996,david white,32874,leeds-united1996
leeds-united,1996,nigel worthington,23557,leeds-united1996
leeds-united,1996,tony yeboah,7043,leeds-united1996
leeds-united,1996,paul evans,18831,leeds-united1996
leeds-united,1996,jamie forrester,4532,leeds-united1996
leeds-united,1996,nathan lowndes,3744,leeds-united1996
leeds-united,1996,lee matthews,228,leeds-united1996
leeds-united,1996,david oleary,37382,leeds-united1996
leeds-united,1996,paul pettinger,4708,leeds-united1996
leeds-united,1996,ian rush,28811,leeds-united1996
leeds-united,1997,mark beeney,38164,leeds-united1997
leeds-united,1997,paul beesley,781,leeds-united1997
leeds-united,1997,jason blunt,14889,leeds-united1997
leeds-united,1997,lee bowyer,227,leeds-united1997
leeds-united,1997,wesley boyle,6222,leeds-united1997
leeds-united,1997,andy couzens,14411,leeds-united1997
leeds-united,1997,brian deane,336,leeds-united1997
leeds-united,1997,tony dorigo,181,leeds-united1997
leeds-united,1997,mark ford,5344,leeds-united1997
leeds-united,1997,andy d gray,4056,leeds-united1997
leeds-united,1997,gunnar halle,76,leeds-united1997
leeds-united,1997,ian harte,224,leeds-united1997
leeds-united,1997,mark hateley,27338,leeds-united1997
leeds-united,1997,mark jackson,5289,leeds-united1997
leeds-united,1997,richard jobson,1550,leeds-united1997
leeds-united,1997,garry kelly,222,leeds-united1997
leeds-united,1997,harry kewell,223,leeds-united1997
leeds-united,1997,pierre laurent,8660,leeds-united1997
leeds-united,1997,derek lilley,1723,leeds-united1997
leeds-united,1997,nigel martyn,234,leeds-united1997
leeds-united,1997,robert molenaar,235,leeds-united1997
leeds-united,1997,carlton palmer,128,leeds-united1997
leeds-united,1997,lucas radebe,229,leeds-united1997
leeds-united,1997,ian rush,28811,leeds-united1997
leeds-united,1997,lee sharpe,82,leeds-united1997
leeds-united,1997,paul shepherd,2390,leeds-united1997
leeds-united,1997,mark tinkler,5336,leeds-united1997
leeds-united,1997,rodney wallace,3645,leeds-united1997
leeds-united,1997,david wetherall,70,leeds-united1997
leeds-united,1997,tony yeboah,7043,leeds-united1997
leeds-united,1997,rob bowman,12775,leeds-united1997
leeds-united,1997,tomas brolin,30770,leeds-united1997
leeds-united,1997,lawrence davies,23072,leeds-united1997
leeds-united,1997,paul evans,18831,leeds-united1997
leeds-united,1997,martin foster,18142,leeds-united1997
leeds-united,1997,tommy knarvik,237,leeds-united1997
leeds-united,1997,lee matthews,228,leeds-united1997
leeds-united,1997,alan maybury,211,leeds-united1997
leeds-united,1997,stephen mcphail,236,leeds-united1997
leeds-united,1997,john pemberton,34445,leeds-united1997
leeds-united,1997,andy wright,20942,leeds-united1997
leeds-united,1998,mark beeney,38164,leeds-united1998
leeds-united,1998,lee bowyer,227,leeds-united1998
leeds-united,1998,alfe inge håland,6238,leeds-united1998
leeds-united,1998,gunnar halle,76,leeds-united1998
leeds-united,1998,ian harte,224,leeds-united1998
leeds-united,1998,jimmy floyd hasselbaink,3761,leeds-united1998
leeds-united,1998,martin hiden,230,leeds-united1998
leeds-united,1998,david hopkin,218,leeds-united1998
leeds-united,1998,mark jackson,5289,leeds-united1998
leeds-united,1998,garry kelly,222,leeds-united1998
leeds-united,1998,harry kewell,223,leeds-united1998
leeds-united,1998,derek lilley,1723,leeds-united1998
leeds-united,1998,nigel martyn,234,leeds-united1998
leeds-united,1998,lee matthews,228,leeds-united1998
leeds-united,1998,alan maybury,211,leeds-united1998
leeds-united,1998,stephen mcphail,236,leeds-united1998
leeds-united,1998,robert molenaar,235,leeds-united1998
leeds-united,1998,lucas radebe,229,leeds-united1998
